,"Euro Area, FX Spot Rates, Macrobond, EUR per USD","Japan, FX Spot Rates, Macrobond, JPY per USD","United Kingdom, FX Spot Rates, Macrobond, GBP per USD","Switzerland, FX Spot Rates, Macrobond, CHF per USD","Canada, FX Spot Rates, Macrobond, CAD per USD","Australia, FX Spot Rates, Macrobond, AUD per USD","New Zealand, FX Spot Rates, Macrobond, NZD per USD","Norway, FX Spot Rates, Macrobond, NOK per USD","Sweden, FX Spot Rates, Macrobond, SEK per USD","United States, FX Indices, ICE, U.S. Dollar Index, Close"
2005-05-18,0.7913,107.1682,0.5451,1.2211,1.2634,1.3198,1.4086,6.4057,7.2739,85.76
2005-05-19,0.7922,107.5339,0.5448,1.2237,1.2628,1.3207,1.4056,6.4259,7.2888,86.09
2005-05-20,0.7971,108.1927,0.548,1.2349,1.2638,1.3252,1.4135,6.4716,7.3142,86.63
2005-05-23,0.7948,107.6536,0.5467,1.2302,1.2576,1.3178,1.4101,6.4486,7.2917,86.4
2005-05-24,0.795,107.5413,0.5469,1.2297,1.2597,1.3142,1.4047,6.4291,7.2936,86.37
2005-05-25,0.7937,107.6705,0.5463,1.2268,1.2648,1.3114,1.4006,6.3935,7.2875,86.35
2005-05-26,0.7987,108.1302,0.549,1.2356,1.2683,1.3163,1.4064,6.378,7.3468,86.85
2005-05-27,0.7972,107.9914,0.5485,1.2341,1.2622,1.3146,1.4017,6.3633,7.3267,86.42
2005-05-30,0.8016,107.8792,0.5483,1.2383,1.2554,1.3129,1.4037,6.3897,7.355,86.94
2005-05-31,0.81,107.883,0.5486,1.245,1.2557,1.3209,1.4179,6.4203,7.4041,87.76
2005-06-01,0.8151,108.2071,0.5508,1.2505,1.2452,1.3298,1.4243,6.444,7.4486,88.11
2005-06-02,0.8142,108.2714,0.5503,1.2498,1.2468,1.3251,1.4261,6.4475,7.4432,87.75
2005-06-03,0.8147,107.6453,0.5504,1.2509,1.2473,1.32,1.4232,6.4333,7.445,88.04
2005-06-06,0.8142,106.8037,0.5496,1.2477,1.2446,1.3066,1.4116,6.4027,7.4384,87.6
2005-06-07,0.8144,106.635,0.5465,1.2469,1.2488,1.3011,1.4015,6.4008,7.4356,87.49
2005-06-08,0.8111,106.7385,0.5439,1.2443,1.2445,1.2987,1.3958,6.4196,7.4493,87.88
2005-06-09,0.8202,107.7799,0.5498,1.2577,1.2578,1.3058,1.4065,6.4747,7.5407,88.07
2005-06-10,0.8247,108.4096,0.5515,1.2669,1.2489,1.312,1.4146,6.4687,7.6051,88.69
2005-06-13,0.8308,109.4782,0.5551,1.2776,1.2582,1.3135,1.4194,6.524,7.7175,88.95
2005-06-14,0.8304,109.3304,0.5534,1.2774,1.2571,1.3075,1.4105,6.5464,7.7006,89.26
2005-06-15,0.8259,109.2568,0.5497,1.2715,1.239,1.303,1.4067,6.5214,7.6699,88.65
2005-06-16,0.8276,109.0864,0.5497,1.275,1.239,1.2957,1.3987,6.5136,7.6682,88.72
2005-06-17,0.8196,108.8785,0.5479,1.2662,1.2354,1.2883,1.3961,6.4566,7.5515,87.64
2005-06-20,0.8235,109.2439,0.5483,1.2718,1.231,1.2887,1.3988,6.4738,7.604,88.49
2005-06-21,0.8241,108.4492,0.5476,1.2707,1.2324,1.2863,1.3973,6.4675,7.6191,88.11
2005-06-22,0.8244,108.7946,0.5486,1.271,1.2359,1.2845,1.3957,6.4884,7.6661,88.56
2005-06-23,0.8295,108.873,0.5498,1.2777,1.2338,1.2937,1.4118,6.5892,7.7697,89.12
2005-06-24,0.8269,109.2556,0.549,1.2745,1.2327,1.3014,1.4193,6.5706,7.7575,88.78
2005-06-27,0.8223,109.3254,0.5476,1.2683,1.2294,1.3002,1.4125,6.5331,7.7171,88.45
2005-06-28,0.8278,109.7898,0.5503,1.2789,1.2318,1.3047,1.4253,6.5832,7.7829,88.99
2005-06-29,0.8288,110.2793,0.5541,1.2819,1.2281,1.3128,1.4293,6.5504,7.8244,89.11
2005-06-30,0.8269,110.8496,0.5578,1.2824,1.2251,1.3122,1.4377,6.5477,7.8167,89.11
2005-07-01,0.836,111.7458,0.5644,1.2969,1.2406,1.3303,1.4629,6.5916,7.9348,90.13
2005-07-04,0.8401,111.5738,0.5678,1.3028,1.2428,1.3334,1.4708,6.6212,7.9549,90.43
2005-07-05,0.8401,111.8217,0.57,1.3042,1.2453,1.351,1.4806,6.6388,7.9018,90.44
2005-07-06,0.8384,111.8229,0.569,1.3024,1.2365,1.3471,1.4786,6.6389,7.8687,90.38
2005-07-07,0.8372,112.0586,0.5742,1.2964,1.233,1.3502,1.485,6.6125,7.8742,90.28
2005-07-08,0.8381,112.1163,0.5759,1.3021,1.2203,1.3471,1.4867,6.6023,7.909,90.25
2005-07-11,0.8283,111.7188,0.5697,1.2878,1.2145,1.3386,1.4751,6.5421,7.8408,89.46
2005-07-12,0.8195,110.8736,0.564,1.2753,1.205,1.3225,1.4585,6.4772,7.73,88.41
2005-07-13,0.8272,112.1994,0.5698,1.2888,1.2081,1.3374,1.4894,6.5383,7.7573,89.31
2005-07-14,0.8261,112.1642,0.5679,1.288,1.2087,1.3274,1.4775,6.5528,7.7591,89.4
2005-07-15,0.8301,112.2534,0.5702,1.2948,1.2176,1.3338,1.4835,6.6048,7.7985,89.72
2005-07-18,0.8292,111.7738,0.5713,1.2937,1.2173,1.3296,1.4767,6.6298,7.7989,89.64
2005-07-19,0.8333,112.9389,0.5756,1.3035,1.2185,1.3334,1.4829,6.6779,7.8502,89.85
2005-07-20,0.8326,113.5257,0.5783,1.3019,1.2224,1.3295,1.4868,6.6304,7.876,89.34
2005-07-21,0.8252,110.702,0.5726,1.2889,1.2182,1.3106,1.4622,6.5829,7.8081,88.93
2005-07-22,0.8258,110.9818,0.5735,1.2914,1.2154,1.3048,1.4553,6.5735,7.8025,89.64
2005-07-25,0.8287,111.6048,0.5734,1.2956,1.2188,1.3117,1.4636,6.5587,7.804,89.6
2005-07-26,0.8317,112.3435,0.5743,1.299,1.2297,1.3192,1.4641,6.5758,7.8575,90
2005-07-27,0.8309,112.4433,0.574,1.2989,1.2365,1.3247,1.4716,6.583,7.8448,89.73
2005-07-28,0.8276,112.4087,0.5708,1.2915,1.2358,1.3222,1.4685,6.5445,7.7808,89.34
2005-07-29,0.8223,112.0654,0.5681,1.2828,1.2262,1.3145,1.4626,6.4774,7.7443,89.35
2005-08-01,0.8192,112.0777,0.5649,1.2764,1.2137,1.313,1.4597,6.4305,7.7065,88.8
2005-08-02,0.8191,111.3263,0.5646,1.2753,1.2085,1.3081,1.4551,6.4319,7.676,88.76
2005-08-03,0.8118,111.0999,0.5617,1.2641,1.2119,1.2963,1.4462,6.3701,7.6244,87.99
2005-08-04,0.8088,111.3635,0.5623,1.2604,1.2115,1.2947,1.4483,6.3631,7.5502,87.8
2005-08-05,0.8103,112.0893,0.5636,1.2655,1.2176,1.3018,1.4498,6.3997,7.5658,88.06
2005-08-08,0.8086,111.7354,0.5596,1.2605,1.2127,1.3062,1.4424,6.4025,7.5477,87.92
2005-08-09,0.81,112.0706,0.5604,1.2615,1.215,1.3159,1.4468,6.3999,7.5713,87.89
2005-08-10,0.8071,110.4815,0.5566,1.2562,1.2123,1.3077,1.4383,6.3748,7.5369,87.61
2005-08-11,0.8034,109.8512,0.5531,1.2482,1.2001,1.2927,1.4188,6.3327,7.4739,87.1
2005-08-12,0.804,109.401,0.5511,1.2475,1.1943,1.2944,1.4147,6.344,7.4811,86.98
2005-08-15,0.8088,109.4819,0.5529,1.2547,1.1978,1.303,1.4186,6.4335,7.522,87.32
2005-08-16,0.811,109.2228,0.5528,1.2591,1.1985,1.3016,1.4207,6.4498,7.5568,87.43
2005-08-17,0.8121,109.5264,0.5526,1.2578,1.2074,1.3096,1.4229,6.4387,7.5764,88
2005-08-18,0.8217,110.4882,0.5573,1.2728,1.2196,1.3252,1.4354,6.5297,7.6627,88.59
2005-08-19,0.8236,110.5937,0.558,1.2762,1.2162,1.332,1.4426,6.5827,7.7233,88.58
2005-08-22,0.8177,109.7066,0.5547,1.2691,1.2063,1.3235,1.4357,6.528,7.6627,88.14
2005-08-23,0.8186,110.0656,0.5558,1.2721,1.1979,1.3235,1.4356,6.534,7.6545,88.08
2005-08-24,0.8156,110.2584,0.5557,1.2656,1.1947,1.3223,1.4324,6.4934,7.6127,87.91
2005-08-25,0.8138,109.9362,0.5551,1.259,1.1907,1.3155,1.4308,6.4575,7.6009,87.64
2005-08-26,0.8108,109.4914,0.5528,1.2527,1.1916,1.3154,1.4319,6.4242,7.5517,87.86
2005-08-29,0.815,110.5526,0.5548,1.2609,1.1955,1.3265,1.4386,6.4437,7.6026,88.25
2005-08-30,0.8204,111.5389,0.5604,1.2726,1.1937,1.3383,1.453,6.5008,7.6575,88.35
2005-08-31,0.8131,111.087,0.556,1.2579,1.1864,1.3299,1.4432,6.392,7.5991,87.58
2005-09-01,0.8017,109.9289,0.5467,1.2377,1.1861,1.3121,1.4204,6.2627,7.4735,86.55
2005-09-02,0.7967,109.6583,0.5432,1.2281,1.1865,1.3087,1.4179,6.2113,7.3937,86.3
2005-09-05,0.7991,109.1496,0.5424,1.2342,1.19,1.3029,1.4093,6.2552,7.4308,86.17
2005-09-06,0.801,109.6967,0.5426,1.2358,1.1865,1.3039,1.4127,6.2681,7.4551,86.57
2005-09-07,0.8034,110.0891,0.5436,1.2395,1.1849,1.3023,1.4184,6.2613,7.4766,86.97
2005-09-08,0.8055,110.4536,0.5432,1.2426,1.1822,1.2961,1.4173,6.2927,7.5139,87.04
2005-09-09,0.8051,109.618,0.5434,1.2429,1.1737,1.2916,1.4138,6.2748,7.5091,86.89
2005-09-12,0.8141,109.927,0.5488,1.2578,1.1853,1.2968,1.4203,6.3595,7.5668,87.71
2005-09-13,0.8145,110.7813,0.5487,1.2609,1.1799,1.3007,1.4248,6.3687,7.599,87.75
2005-09-14,0.8128,110.0969,0.5473,1.256,1.1813,1.2948,1.4092,6.3453,7.5855,87.67
2005-09-15,0.8189,110.4362,0.5542,1.2681,1.1893,1.3047,1.4182,6.3783,7.6401,88.13
2005-09-16,0.8183,111.2829,0.5542,1.2704,1.1832,1.3038,1.4195,6.3743,7.6398,88.05
2005-09-19,0.8233,111.297,0.554,1.2776,1.1732,1.3049,1.4258,6.4142,7.6869,88.44
2005-09-20,0.8217,111.4658,0.5542,1.2775,1.1694,1.298,1.4244,6.3952,7.6736,88.6
2005-09-21,0.8174,111.051,0.5517,1.2687,1.1668,1.2945,1.4271,6.3757,7.637,88.14
2005-09-22,0.8234,111.5251,0.5587,1.2793,1.1674,1.3075,1.4373,6.4137,7.6966,88.56
2005-09-23,0.8284,112.1567,0.5628,1.2892,1.1724,1.319,1.4559,6.4544,7.7662,89.31
2005-09-26,0.8312,112.3971,0.5638,1.2941,1.1746,1.322,1.4623,6.501,7.7929,89.11
2005-09-27,0.8331,113.3624,0.5664,1.2977,1.1784,1.327,1.4729,6.5191,7.8198,89.6
2005-09-28,0.8325,113.336,0.5677,1.2957,1.1811,1.3225,1.4621,6.5125,7.8142,89.47
2005-09-29,0.8325,113.16,0.5677,1.2974,1.1724,1.3179,1.4474,6.5131,7.7717,89.4
2005-09-30,0.8297,113.2812,0.5661,1.2901,1.1645,1.3131,1.4446,6.5482,7.7349,89.52
2005-10-03,0.8393,114.2328,0.57,1.3034,1.1642,1.3129,1.4474,6.6013,7.8215,90.13
2005-10-04,0.8376,114.1332,0.5678,1.3006,1.1722,1.3111,1.4388,6.6104,7.7957,90.1
2005-10-05,0.8365,113.872,0.5678,1.2962,1.1803,1.3216,1.4393,6.5872,7.7849,89.98
2005-10-06,0.8246,113.4952,0.5638,1.2758,1.1825,1.3187,1.4336,6.5086,7.6844,88.66
2005-10-07,0.8256,113.9148,0.5682,1.28,1.1744,1.322,1.4377,6.522,7.7085,89.17
2005-10-10,0.8303,114.2343,0.5707,1.2866,1.1734,1.3196,1.4348,6.5405,7.7621,89.46
2005-10-11,0.8336,114.3307,0.5725,1.2905,1.1771,1.3289,1.4439,6.5268,7.7808,89.97
2005-10-12,0.8314,114.404,0.5709,1.2867,1.1721,1.3252,1.4362,6.4897,7.77,89.63
2005-10-13,0.8378,114.9116,0.572,1.2989,1.1823,1.3376,1.4504,6.5589,7.8802,89.81
2005-10-14,0.8282,114.071,0.5661,1.284,1.1846,1.3286,1.4389,6.4581,7.825,89.35
2005-10-17,0.8314,114.8195,0.5704,1.2921,1.179,1.3318,1.434,6.4905,7.8695,89.8
2005-10-18,0.838,115.8112,0.5722,1.3032,1.1818,1.3395,1.4395,6.5464,7.9256,90.29
2005-10-19,0.8346,115.5161,0.5677,1.2957,1.1757,1.3339,1.433,6.5106,7.896,89.99
2005-10-20,0.8344,115.4129,0.5648,1.2922,1.1721,1.3263,1.427,6.4947,7.903,89.91
2005-10-21,0.832,115.6243,0.5634,1.2856,1.1829,1.334,1.4267,6.4854,7.9091,90.31
2005-10-24,0.8345,115.2903,0.5653,1.2881,1.1889,1.3338,1.4246,6.5233,7.967,90.11
2005-10-25,0.8266,114.6634,0.5601,1.2769,1.1777,1.3246,1.421,6.4699,7.8509,89.24
2005-10-26,0.8278,115.7761,0.563,1.2813,1.169,1.3254,1.4227,6.4678,7.8695,89.49
2005-10-27,0.8234,115.1996,0.5607,1.2744,1.1689,1.3199,1.4156,6.4315,7.8328,89.1
2005-10-28,0.8264,115.6106,0.5627,1.2766,1.1771,1.3324,1.42,6.4514,7.8779,89.59
2005-10-31,0.8349,116.4435,0.5651,1.291,1.18,1.3382,1.4289,6.5009,7.9641,90.07
2005-11-01,0.8325,116.5555,0.5652,1.2874,1.181,1.3402,1.4321,6.4757,7.9717,90.08
2005-11-02,0.8288,116.8038,0.5635,1.2785,1.1805,1.3493,1.4443,6.4607,7.9832,89.72
2005-11-03,0.8328,117.1087,0.5631,1.2849,1.1792,1.3492,1.4468,6.4972,8.0011,90.44
2005-11-04,0.8465,118.2317,0.5715,1.3066,1.1768,1.3658,1.4649,6.595,8.1134,91.26
2005-11-07,0.848,117.7764,0.574,1.3081,1.1898,1.365,1.4704,6.6087,8.1414,91.29
2005-11-08,0.8504,117.2963,0.575,1.3114,1.1904,1.3629,1.468,6.6163,8.1163,91.37
2005-11-09,0.8521,117.4155,0.5746,1.3137,1.1875,1.3634,1.4632,6.5952,8.1757,91.5
2005-11-10,0.8514,117.9602,0.5723,1.3094,1.1874,1.3676,1.4558,6.5869,8.1948,92.08
2005-11-11,0.8541,117.9546,0.5745,1.3138,1.1906,1.3648,1.4562,6.619,8.1632,91.98
2005-11-14,0.8546,118.8068,0.5753,1.3163,1.1958,1.3731,1.4661,6.646,8.1757,92.13
2005-11-15,0.8566,119.1529,0.5771,1.3223,1.1951,1.3703,1.4642,6.6781,8.2399,92.09
2005-11-16,0.8576,119.375,0.5831,1.3267,1.1927,1.3708,1.4631,6.6958,8.2485,92.33
2005-11-17,0.8527,118.6853,0.5812,1.3194,1.1873,1.363,1.4566,6.6976,8.1989,91.88
2005-11-18,0.8541,119.3277,0.5836,1.3215,1.1916,1.3683,1.4605,6.7236,8.2096,91.93
2005-11-21,0.8517,118.7038,0.5818,1.3177,1.1828,1.36,1.4521,6.7201,8.1471,92.03
2005-11-22,0.8535,119.2153,0.5843,1.321,1.1776,1.362,1.4549,6.708,8.1419,91.5
2005-11-23,0.8481,118.6894,0.581,1.3151,1.1716,1.3549,1.4426,6.6776,8.066,91.51
2005-11-24,0.8483,118.8062,0.5801,1.315,1.171,1.3508,1.4373,6.6848,8.0596,91.5
2005-11-25,0.8524,119.6795,0.5828,1.3189,1.1678,1.3594,1.4371,6.7071,8.0731,92.04
2005-11-28,0.8481,119.2245,0.5813,1.312,1.1674,1.3575,1.4304,6.6908,8.02,90.98
2005-11-29,0.8501,119.5329,0.5824,1.3162,1.1691,1.354,1.4268,6.743,8.0863,91.62
2005-11-30,0.8481,119.6106,0.5778,1.314,1.1686,1.3515,1.4228,6.7314,8.0777,91.57
2005-12-01,0.8538,120.4393,0.578,1.321,1.1696,1.3494,1.4195,6.798,8.1058,91.82
2005-12-02,0.8553,120.7127,0.578,1.3206,1.1635,1.3406,1.4082,6.7713,8.0634,91.95
2005-12-05,0.8503,120.9626,0.5757,1.312,1.1579,1.3336,1.3928,6.6951,8.0258,91.48
2005-12-06,0.849,121.016,0.5753,1.307,1.1564,1.3275,1.3945,6.7538,7.9646,91.44
2005-12-07,0.853,120.8379,0.5771,1.3131,1.1585,1.337,1.4158,6.7599,8.0207,91.89
2005-12-08,0.8455,120.3713,0.5713,1.2995,1.1596,1.3352,1.4246,6.7075,7.972,91.26
2005-12-09,0.8464,120.5939,0.57,1.3031,1.1584,1.3311,1.4207,6.7114,7.9891,91.25
2005-12-12,0.8368,120.009,0.5643,1.2903,1.1533,1.3251,1.4079,6.6408,7.9066,90.35
2005-12-13,0.8381,120.0622,0.5651,1.2945,1.1511,1.3259,1.4142,6.6584,7.913,90.38
2005-12-14,0.8313,117.0923,0.5637,1.281,1.1512,1.3214,1.4142,6.6091,7.8449,89.83
2005-12-15,0.8369,116.5901,0.5672,1.2905,1.1579,1.3375,1.4429,6.6565,7.9184,90.02
2005-12-16,0.833,115.7648,0.5642,1.2899,1.1566,1.3462,1.4465,6.6461,7.879,89.66
2005-12-19,0.8338,116.0218,0.5673,1.2936,1.1615,1.3458,1.4477,6.6739,7.856,89.87
2005-12-20,0.8411,116.9063,0.5683,1.3066,1.1727,1.3597,1.4606,6.7639,7.9178,90.78
2005-12-21,0.8466,117.4171,0.575,1.3158,1.1727,1.3642,1.4735,6.8122,7.9783,90.94
2005-12-22,0.8429,116.6734,0.5759,1.3122,1.1687,1.367,1.4841,6.7788,7.971,90.72
2005-12-23,0.8425,116.3183,0.5773,1.3124,1.1666,1.3728,1.4874,6.7796,7.9637,90.84
2005-12-26,0.8433,116.1911,0.5764,1.3128,1.165,1.3665,1.4783,6.7632,7.9751,90.84
2005-12-27,0.8431,117.0892,0.5775,1.314,1.1733,1.3763,1.4823,6.7581,7.9746,91.19
2005-12-28,0.8395,117.3848,0.5791,1.3094,1.163,1.3683,1.4651,6.7505,7.8961,91.26
2005-12-29,0.8444,117.7746,0.5795,1.3153,1.1651,1.3665,1.4648,6.7681,7.9531,91.1
2005-12-30,0.8476,118.0754,0.5825,1.3178,1.1683,1.364,1.4685,6.7646,7.9536,91.17
2006-01-02,0.8457,117.7488,0.5802,1.3137,1.1649,1.3648,1.4632,6.7473,7.9658,91.17
2006-01-03,0.8348,116.6485,0.5751,1.2947,1.1548,1.3569,1.4678,6.6432,7.8187,89.84
2006-01-04,0.8272,116.3134,0.5683,1.2811,1.1505,1.342,1.4554,6.5697,7.7296,89.14
2006-01-05,0.8272,115.8958,0.5696,1.2786,1.1621,1.3389,1.4608,6.5659,7.7112,89.33
2006-01-06,0.8232,114.597,0.5645,1.2697,1.1656,1.3312,1.452,6.5186,7.6671,88.85
2006-01-09,0.8284,114.3327,0.567,1.278,1.1709,1.331,1.4469,6.5731,7.7123,89.25
2006-01-10,0.8285,114.4881,0.5666,1.2796,1.1649,1.3323,1.4406,6.6208,7.754,89.33
2006-01-11,0.8265,114.2224,0.568,1.2785,1.1609,1.326,1.437,6.644,7.7258,88.99
2006-01-12,0.8308,114.117,0.5676,1.2857,1.1632,1.3306,1.442,6.6968,7.7385,89.44
2006-01-13,0.8279,114.3357,0.5648,1.283,1.161,1.3287,1.4359,6.6601,7.7101,88.89
2006-01-16,0.8251,114.9123,0.5659,1.28,1.1589,1.3268,1.4344,6.6582,7.7085,89.12
2006-01-17,0.829,115.8833,0.5684,1.285,1.1652,1.3318,1.4498,6.7119,7.7134,89.3
2006-01-18,0.8263,115.2408,0.5673,1.2801,1.1722,1.3366,1.4555,6.7329,7.7075,89.26
2006-01-19,0.8253,115.025,0.5674,1.2813,1.1693,1.3391,1.4737,6.7095,7.7111,89.39
2006-01-20,0.8269,115.3724,0.5672,1.2837,1.1527,1.3377,1.4734,6.6783,7.6947,88.9
2006-01-23,0.8142,114.6074,0.5601,1.2599,1.1499,1.3289,1.4624,6.5611,7.5378,87.95
2006-01-24,0.8146,114.6644,0.5603,1.261,1.1565,1.3331,1.4698,6.552,7.5574,88.06
2006-01-25,0.8155,115.7304,0.5595,1.262,1.1499,1.329,1.4608,6.5506,7.5555,88.33
2006-01-26,0.8162,116.0875,0.5596,1.2658,1.1491,1.3253,1.4601,6.5855,7.5497,88.62
2006-01-27,0.8241,116.991,0.5641,1.2785,1.1489,1.3316,1.4632,6.6588,7.6211,89.32
2006-01-30,0.8276,117.6441,0.5655,1.2869,1.1461,1.3352,1.4681,6.7247,7.6452,89.42
2006-01-31,0.8236,117.1046,0.5627,1.2814,1.1438,1.3222,1.4595,6.6577,7.6183,88.96
2006-02-01,0.8265,117.7532,0.562,1.2841,1.1406,1.3239,1.4552,6.6676,7.6413,89.51
2006-02-02,0.8273,118.4261,0.5621,1.2861,1.1438,1.3264,1.452,6.6508,7.6847,89.37
2006-02-03,0.8333,119.1672,0.5681,1.2958,1.1473,1.3368,1.4565,6.6931,7.7322,89.89
2006-02-06,0.8347,118.7989,0.5711,1.2992,1.146,1.3455,1.4659,6.717,7.7691,90.29
2006-02-07,0.8368,118.0873,0.5744,1.3019,1.1515,1.3495,1.4702,6.7355,7.784,90.24
2006-02-08,0.8367,118.5932,0.5742,1.3005,1.1534,1.3527,1.4757,6.726,7.7514,90.43
2006-02-09,0.8368,118.5911,0.575,1.3025,1.1455,1.3523,1.477,6.7095,7.7533,90.29
2006-02-10,0.8394,117.6467,0.5731,1.3054,1.1541,1.355,1.4724,6.7776,7.7906,90.55
2006-02-13,0.8399,117.7932,0.5738,1.307,1.1555,1.3521,1.4711,6.8095,7.8512,90.54
2006-02-14,0.8423,117.4678,0.5784,1.3126,1.1552,1.3548,1.4852,6.8605,7.8599,90.54
2006-02-15,0.8405,117.4858,0.5735,1.3092,1.1534,1.3481,1.4773,6.8382,7.8374,90.72
2006-02-16,0.8416,117.8963,0.5764,1.3118,1.1597,1.3568,1.4969,6.8207,7.8968,90.73
2006-02-17,0.8388,118.4545,0.5745,1.3116,1.1512,1.3547,1.4997,6.7543,7.8564,90.64
2006-02-20,0.837,118.2628,0.5731,1.3062,1.1486,1.3487,1.4932,6.7488,7.8318,90.43
2006-02-21,0.8405,118.9613,0.5739,1.3098,1.1457,1.3533,1.5113,6.7589,7.8852,90.55
2006-02-22,0.8417,118.5909,0.5747,1.3146,1.1487,1.3605,1.5209,6.7905,7.8932,90.67
2006-02-23,0.8388,117.1416,0.5711,1.3087,1.1519,1.353,1.5154,6.7413,7.8886,90.39
2006-02-24,0.841,116.825,0.5723,1.3141,1.1535,1.3524,1.508,6.7683,7.918,90.61
2006-02-27,0.844,116.1318,0.5751,1.3212,1.1418,1.3557,1.5144,6.7697,7.9739,90.63
2006-02-28,0.8385,116.0311,0.5709,1.3114,1.1387,1.3475,1.5118,6.7358,7.915,90.11
2006-03-01,0.8372,115.9752,0.5699,1.3086,1.1375,1.3423,1.503,6.7052,7.9049,90.22
2006-03-02,0.834,116.0364,0.5721,1.3053,1.1315,1.3387,1.4985,6.7014,7.8952,89.56
2006-03-03,0.8322,116.5326,0.5705,1.3004,1.1351,1.3445,1.5034,6.6649,7.8761,89.66
2006-03-06,0.832,117.4433,0.5711,1.2982,1.1388,1.3464,1.5166,6.636,7.8671,89.89
2006-03-07,0.8414,117.7847,0.5763,1.3129,1.1477,1.3613,1.5397,6.7113,7.9616,90.77
2006-03-08,0.8387,117.8388,0.576,1.3083,1.1526,1.3627,1.5408,6.7208,7.935,90.62
2006-03-09,0.8393,117.6078,0.5756,1.3132,1.1587,1.3588,1.5406,6.7443,7.9048,90.75
2006-03-10,0.8423,119.0462,0.5801,1.3216,1.163,1.3686,1.5598,6.7187,7.8964,90.85
2006-03-13,0.838,119.0798,0.578,1.3147,1.1625,1.3656,1.5604,6.6837,7.8683,90.54
2006-03-14,0.832,117.554,0.5731,1.3027,1.1557,1.3607,1.5675,6.622,7.7953,90
2006-03-15,0.8302,117.3487,0.5724,1.2995,1.1536,1.3518,1.5467,6.6404,7.7906,89.7
2006-03-16,0.8232,117.193,0.5701,1.2915,1.1531,1.3597,1.5678,6.5828,7.7084,89.07
2006-03-17,0.822,116.0575,0.5702,1.2925,1.159,1.3739,1.5789,6.5608,7.6746,88.92
2006-03-20,0.821,116.1276,0.5695,1.29,1.1666,1.3843,1.5981,6.526,7.6651,89.13
2006-03-21,0.8261,116.8507,0.5722,1.3006,1.1648,1.3939,1.6038,6.5666,7.7416,89.62
2006-03-22,0.826,116.6171,0.5716,1.3004,1.1658,1.3914,1.5989,6.5715,7.7421,89.72
2006-03-23,0.8348,117.6057,0.5767,1.3173,1.1699,1.3996,1.6003,6.652,7.8061,90.46
2006-03-24,0.8322,117.7052,0.5743,1.3121,1.1671,1.4093,1.6324,6.6373,7.7907,90.07
2006-03-27,0.8314,116.536,0.5721,1.3077,1.1712,1.4168,1.6482,6.6134,7.7763,90.07
2006-03-28,0.8274,116.8132,0.5711,1.3005,1.1677,1.4121,1.6489,6.5694,7.7579,90.25
2006-03-29,0.8337,118.1839,0.5773,1.3125,1.1726,1.4218,1.665,6.6351,7.8601,90.25
2006-03-30,0.8263,117.5471,0.5742,1.3024,1.1615,1.4022,1.6389,6.5865,7.7796,89.39
2006-03-31,0.826,117.8987,0.5757,1.3052,1.1669,1.4058,1.6391,6.5714,7.7962,89.73
2006-04-03,0.827,118.0605,0.5776,1.3072,1.1736,1.3958,1.6296,6.5321,7.7836,89.63
2006-04-04,0.8147,117.4178,0.569,1.2878,1.1673,1.3868,1.6404,6.4202,7.6408,88.83
2006-04-05,0.8156,117.6339,0.5718,1.2869,1.1623,1.3769,1.6291,6.4397,7.6231,88.63
2006-04-06,0.8172,117.6897,0.5705,1.2886,1.1555,1.3701,1.6269,6.4432,7.6144,88.96
2006-04-07,0.825,117.8348,0.574,1.3004,1.1468,1.3727,1.6382,6.4915,7.6993,89.63
2006-04-10,0.8261,118.3711,0.5736,1.3023,1.1468,1.3718,1.6445,6.4867,7.7373,89.72
2006-04-11,0.8246,118.5897,0.5723,1.2996,1.144,1.3643,1.6371,6.4579,7.6929,89.44
2006-04-12,0.8256,118.3095,0.5711,1.2996,1.1476,1.3669,1.623,6.4801,7.7087,89.62
2006-04-13,0.8273,118.4196,0.571,1.3,1.1526,1.3775,1.6166,6.5015,7.7093,89.62
2006-04-14,0.826,118.6801,0.5709,1.2991,1.1504,1.3721,1.616,6.501,7.6941,89.62
2006-04-17,0.8141,117.5727,0.564,1.2768,1.1437,1.3536,1.6018,6.3996,7.5711,88.64
2006-04-18,0.8141,117.5892,0.5625,1.2744,1.1429,1.3554,1.5916,6.4013,7.5858,88.24
2006-04-19,0.8106,117.7733,0.5589,1.2708,1.1377,1.3412,1.5761,6.3252,7.5352,87.79
2006-04-20,0.8125,117.5388,0.5627,1.2794,1.1412,1.3572,1.5999,6.3399,7.549,88.25
2006-04-21,0.8106,116.9603,0.5611,1.2761,1.1381,1.3439,1.5791,6.3564,7.5596,88.05
2006-04-24,0.8086,114.9461,0.561,1.2712,1.1391,1.3451,1.5837,6.3501,7.5522,87.45
2006-04-25,0.8061,114.7883,0.5593,1.2692,1.1316,1.3406,1.5992,6.3283,7.5206,87.32
2006-04-26,0.8036,114.8621,0.5596,1.2694,1.1275,1.3282,1.5814,6.2595,7.4875,87.22
2006-04-27,0.7975,114.0211,0.5546,1.2602,1.1236,1.3216,1.5796,6.219,7.4276,86.63
2006-04-28,0.794,114.0397,0.5501,1.2438,1.1204,1.318,1.5727,6.1782,7.3841,86.11
2006-05-01,0.7926,113.0152,0.5459,1.2367,1.1135,1.3145,1.5661,6.1636,7.3579,85.97
